,BSSID,SSID,zone,subzone,dBm_Signal,Channel,Crypto
0,62:8d:36:d1:75:61,Invitado-755E,0,3,-54,1,{'WEP'}
0,48:8d:36:16:94:51,MiFibra-944F,0,3,-86,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,3,-74,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,0,3,-87,1,{'WEP'}
0,f8:8e:85:68:66:ac,JAZZTEL_l0l3,0,3,-83,1,{'WPA/PSK'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,0,3,-77,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,0,3,-55,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,3,-55,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,3,-73,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,3,-75,1,{'WEP'}
0,a8:d3:f7:16:61:2c,Orange-612A,0,3,-82,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,3,-56,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,3,-56,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,3,-72,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,3,-75,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,0,3,-53,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,0,3,-53,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,0,3,-74,1,{'WEP'}
0,a0:8e:78:71:bf:8e,vodafoneBF88,0,3,-77,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,0,3,-74,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,3,-63,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,0,3,-80,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,0,3,-62,5,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,0,3,-61,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,0,3,-68,6,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,0,3,-81,10,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,0,3,-83,10,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,0,3,-70,11,{'WPA2/PSK'}
0,98:97:d1:49:4c:bd,MOVISTAR_4CBC,0,3,-88,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,0,3,-60,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,a4:08:f5:db:44:06,vodafone4400,0,3,-92,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,34:57:60:94:8b:42,MOVISTAR_8B41,0,3,-79,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,0,3,-60,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,0,3,-60,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,0,3,-60,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,3,-78,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,0,3,-79,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,0,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,0,3,-83,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,3,-83,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,3,-83,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,3,-83,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,3,-83,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,3,-83,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,3,-83,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,3,-83,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,3,-82,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,3,-82,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,3,-83,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,3,-83,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,0,3,-84,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,0,3,-83,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,0,3,-83,52,{'WPA2/PSK'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,2,1,-80,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-52,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,1,-74,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,2,1,-75,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,1,-76,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,2,1,-83,1,{'WEP'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,2,1,-86,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,a0:8e:78:71:bf:8e,vodafoneBF88,2,1,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,2,1,-56,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-56,1,{'WEP'}
0,e4:ab:89:34:6a:6c,MOVISTAR_6A6B,2,1,-81,1,{'WPA2/PSK'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,2,1,-83,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,1,-76,1,{'WEP'}
0,e4:ab:89:34:6a:6c,MOVISTAR_6A6B,2,1,-68,1,{'WPA2/PSK'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,2,1,-76,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,2,1,-57,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-57,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,2,1,-74,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,1,-78,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,2,1,-60,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-60,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,1,-74,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,1,-78,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,2,1,-66,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-65,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-66,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,2,1,-63,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-62,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,1,-64,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-58,5,{'WEP'}
0,d8:0d:17:bc:ea:bc,TP-Link_EABC,2,1,-88,4,"{'WPA/PSK', 'WPA2/PSK'}"
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,1,-63,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-61,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,1,-71,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,1,-71,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,2,1,-81,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-60,5,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-59,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,1,-73,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,1,-72,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-59,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,1,-84,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,1,-82,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,2,1,-82,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-57,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,1,-72,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,1,-71,5,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,1,-81,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,1,-70,6,{'WEP'}
0,44:d9:e7:03:0b:81,MUKIACDAIKIN,2,1,-83,6,{'WPA2/PSK'}
0,84:aa:9c:2c:19:21,MOVISTAR_1920,2,1,-84,6,{'WPA2/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,2,1,-87,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,1,-63,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,1,-79,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,1,-89,6,{'WPA2/PSK'}
0,56:d9:e7:03:0b:81,,2,1,-84,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,1,-63,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,1,-82,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,1,-69,6,{'WEP'}
0,3c:17:10:53:2c:88,MiFibra-2C88,2,1,-88,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,1,-87,6,{'WPA2/PSK'}
0,84:aa:9c:2c:19:21,MOVISTAR_1920,2,1,-85,6,{'WPA2/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,2,1,-86,6,{'WPA2/PSK'}
0,56:d9:e7:03:0b:81,,2,1,-84,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,1,-62,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,1,-81,6,{'WPA2/PSK'}
0,c8:b4:22:35:b5:2f,MOVISTAR_B520,2,1,-82,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,1,-69,6,{'WEP'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,1,-81,6,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,1,-58,5,{'WEP'}
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,2,1,-86,9,{'WEP'}
0,48:8d:36:6d:96:f1,MiFibra-96EF,2,1,-85,9,{'WEP'}
0,62:8d:36:6d:96:f3,MiFibra-96EF-24G,2,1,-79,9,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,1,-87,10,{'WEP'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,1,-81,10,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,1,-49,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,2,1,-82,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,2,1,-81,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,2,1,-81,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,1,-45,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,1,-45,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,1,-45,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,1,-45,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,1,-45,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,2,1,-86,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,1,-86,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,2,1,-86,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,2,1,-85,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,1,-86,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,2,1,-87,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,2,1,-85,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,1,-85,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,2,1,-85,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,2,1,-85,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,1,-85,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,2,1,-85,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,2,1,-86,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,1,-86,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,2,1,-86,52,{'WPA2/PSK'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,1,-77,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,2,2,-77,1,{'WEP'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,2,2,-81,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-73,1,{'WEP'}
0,1c:b0:44:15:1f:78,MOVISTAR_1F77,2,2,-91,1,{'WPA2/PSK'}
0,e4:ab:89:34:6a:6c,MOVISTAR_6A6B,2,2,-84,1,{'WPA2/PSK'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-72,1,{'WEP'}
0,e4:ab:89:34:6a:6c,MOVISTAR_6A6B,2,2,-84,1,{'WPA2/PSK'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,2,2,-80,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,2,-76,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,2,2,-80,1,{'WEP'}
0,8c:e1:17:d0:64:0e,MASMOVIL_2G_HJsC,2,2,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,62:8d:36:d1:75:61,Invitado-755E,2,2,-67,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-72,1,{'WEP'}
0,e4:ab:89:34:6a:6c,MOVISTAR_6A6B,2,2,-86,1,{'WPA2/PSK'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,2,2,-74,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,2,2,-79,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,2,2,-66,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-73,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-72,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,2,2,-75,1,{'WEP'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,2,2,-83,4,{'WPA/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,2,2,-82,4,{'WPA/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,2,2,-83,4,{'WPA/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,2,-68,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,2,-76,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,2,-75,5,{'OPN'}
0,86:25:19:76:fd:d1,DIRECT-vHM2020 Series,2,2,-83,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,2,-83,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,2,2,-85,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,2,-68,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,2,-75,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,2,-76,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,2,2,-83,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,2,-81,5,{'OPN'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,2,2,-78,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,2,2,-77,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,2,2,-82,5,{'WPA2/PSK'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,2,2,-79,6,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,2,-68,5,{'WEP'}
0,3c:17:10:53:2c:88,MiFibra-2C88,2,2,-83,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,2,-83,6,{'WPA2/PSK'}
0,d8:fb:5e:01:0c:6e,MOVISTAR_0C6D,2,2,-89,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:88,MiFibra-2C88,2,2,-81,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,2,-83,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,2,-59,6,{'OPN'}
0,ec:f4:51:56:33:e9,MiFibra-33E7,2,2,-82,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,2,-71,6,{'WEP'}
0,3c:17:10:53:2c:88,MiFibra-2C88,2,2,-81,6,{'WPA2/PSK'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,2,-82,6,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,2,-68,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,2,-71,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,2,-59,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,2,2,-68,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,2,2,-71,6,{'WEP'}
0,3c:17:10:53:2c:8a,Invitado-2C88,2,2,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,2,-60,6,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,2,2,-61,6,{'OPN'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,2,-79,10,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,2,-50,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,2,-80,10,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,2,2,-71,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,2,-50,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,2,-78,10,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,2,-50,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,2,-77,10,{'WEP'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,2,-51,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,2,2,-80,10,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,2,2,-71,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,2,2,-50,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,2,2,-49,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,2,2,-84,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,2,-47,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,2,-47,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,2,2,-47,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,2,2,-80,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,2,2,-83,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,2,2,-84,52,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,1,-77,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,1,-50,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,1,-51,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,1,-65,1,{'WEP'}
0,d0:57:94:78:8c:26,vodafone8C20,3,1,-84,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-72,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,1,-84,1,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,1,-80,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,1,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,1,-51,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,1,-64,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-73,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,1,-81,1,{'WPA2/PSK'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,3,1,-81,1,{'WPA/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,1,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,1,-52,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,1,-65,1,{'WEP'}
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,3,1,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-73,1,{'WEP'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,3,1,-80,1,{'WPA/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,1,-83,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,1,-54,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,1,-56,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,1,-64,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-71,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,1,-59,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,1,-59,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,1,-62,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-70,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,1,-76,1,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,1,-79,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-57,5,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,1,-82,5,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,1,-55,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-52,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,1,-70,6,{'WEP'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,1,-90,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-53,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,1,-82,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,1,-84,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,1,-87,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-53,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,1,-68,6,{'WEP'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,1,-78,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,1,-89,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,1,-54,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,1,-85,5,{'WPA2/PSK'}
